"He aided the Doukhobors in migrating to Canada .","aid","[u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'', u'']","[u'tending', u'attention', u'help', u'assistance', u'assist', u'economic_aid', u'care', u'financial_aid']","['N']","[u'help to ', u""lend one's aid"", u'humor ', u'help ', u'befriend ', u'aidance', u'subvention ', u'assist', u'help', u'succor', u'second ', u'promote ', u'nurture ']","['N']"
"""Metlink , formerly The Met , is the marketing body and umbrella brand for public train , tram and bus transport operators in Greater Melbourne , Victoria , Australia .""","*brand","[u'maker', u'body', u'company', u'tradename', u'type', u'type', u'type', u'mark', u'company', u'company', u'company', u'company', u'name', u'type', u'company', u'type', u'branch', u'trademark', u'company', u'company', u'company', u'logo', u'name', u'name', u'label', u'sign', u'symbol', u'term', u'name', u'character', u'product', u'company', u'company', u'entity', u'symbol', u'manufacturer', u'label', u'logo', u'symbol', u'type', u'symbol', u'company', u'company', u'name', u'status', u'label', u'name', u'kind', u'label', u'name', u'', u'']","[u'steel', u'stigmatise', u'stigmatize', u'brandmark', u'post', u'blade', u'trademark', u'brand_name', u'denounce', u'mark', u'marque', u'trade_name', u'sword', u'stigma', u'stain', u'firebrand', u'make']","['Y']","[u'""-""', u'', u';\nsecurity card', u';\npolestar', u';\nreveille', u'banger', u'""\\\\""', u'record ', u'prototype', u'colors', u';\nampersand', u';\ntricolor', u';\nsign', u'quarantine flag', u';\ntilde', u';\nlighthouse', u'scimitar', u'vilify', u'pointer', u';\nopen sesame', u'staff', u'weathercock', u';\ncarte de visite', u'blot', u'call', u'""%""', u'claymore', u'trumpet call', u';\ntrade mark', u'invisibility', u'bilbo', u';\nmot de passe', u'stain', u'crest', u'rapier', u';\ncipher', u'""*""', u'old glory', u'streamer', u';\nwarning ', u'hand and seal', u';\nbadge', u'paraph', u'sanctus bell', u'baselard', u'seamark', u';\n\n', u'""@""', u'jack', u'balize', u';\ntitle', u';\nangelus', u'ticket', u'glaive', u'flagstaff', u'oriflamme', u'union jack', u';\ndib', u'Lochaber ax', u'cry', u'countersign', u'retaliation', u'defame', u';\nflag', u'""=""', u'fingerpost', u';\nbrand', u';\nlandmark', u'cauterize', u';\ncredentials ', u'heading', u';\npassword', u'stars and stripes', u';\ngarland', u';\nbugle call', u'""+""', u'cairn', u'sear', u'torch', u';\nperiod', u';\nbandrol', u'skean', u'countermark', u'voucher', u'pass', u'sufficiency', u'stigma', u';\nforward slash', u'mot du guet', u"";\nl'etoile du Nord"", u';\npass-parole', u';\ntest ', u'hold up to shame', u';\nlivery', u'telltale', u'glave', u';\nscepter ', u';\ncockade', u""fool's cap"", u'""#""', u'uniform', u'favor', u'fire-barrel', u'experiment', u';\nshield', u'"":""', u'gonfalon', u'blur', u'give a dog a bad name', u'expose', u';\nbell', u'beacon-fire', u'eagle', u'left arrow', u'burn in', u';\nlabel', u';\nexposition &c (explanation) ', u'slur', u'Toledo', u';\nadvertisement ', u';\naddress', u'sigil', u'standard', u';\nguidepost', u';\nplus sign', u';\nbunting', u'ancient', u';\nquestion mark', u'dirk', u';\nwitness', u'post', u'reproach', u';\nduplicate', u'card', u'publication', u'poniard', u'adaga', u'alarum', u'difficulty', u'""~""', u'lodestar', u'guide', u'chop', u';\nbanderole', u'sword', u'cock', u'directing post', u';\ncacher', u';\nsingle quote', u'pendant', u'cutlass', u'""--""', u'flambeau', u'dagger', u'falchion', u';\nbeacon', u'dudgeon', u'bayonet', u'signboard', u';\nword of command', u'stiletto', u';\npercent sign', u';\ndash', u'chevron', u';\ntrace', u'mark', u';\ngauge ', u';\nheraldry', u'""', u';\ncountercheck', u';\ncolon', u'Ferrara', u';\nyellow-flag', u'direction', u'arms', u';\nstamp', u';\nindorsement', u'broadsword', u';\nseal', u'""!""', u';\npillars of Hercules', u'autography', u'handpost', u'watchword', u';\nmilliary', u';\ncomma', u'alarm ', u';\ncarat', u';\nescutcheon', u';\nexclamation point', u'saber', u'supporters', u'name', u';\ncommercial at', u'signpost', u'""_""', u'tally', u'gibbet', u'tuck', u'blue Peter', u';\nhand', u';\nbackward slash', u'vane', u';\nvexillum', u'visiting card', u';\ninsignia', u';\nensign', u';\nattestation', u'""&""', u'yellow jack', u'scutcheon', u';\nbanner', u'bill', u'proof ', u'imputation', u'counterfoil', u'cimeter', u';\nshibboleth', u'billet', u';\nfigurehead', u'signet', u';\nparaph', u';\nmileage ticket', u';\ntrophy ', u';\nsacring bell', u';\nbale-fire', u'bannerol', u';\nmilestone', u';\ntimbrology', u'chip', u'epaulet', u'assent', u'oriflamb', u';\nequals sign', u'evidence', u';\n""', u'creese', u'malign', u'loadstar', u'Hall mark', u'hand writing', u';\nsignature', u'sign manual', u'check', u';\nsuperscription', u'information', u'""\'""', u';\npennon', u';\nwarning &c ', u';\narmorial bearings', u'"">""', u'passkey', u';\ncoat of arms', u';\nomen ', u'milepost', u';\nburgee', u'criterion', u';\ncheck', u'endorsement', u';\npattern ', u'""/""', u';\ncynosure', u'labarum', u'impute shame to', u';\ntessera', u'""""', u'send to Coventry', u'pharos', u'stylet', u'hatchment', u'spot', u';\nright arrow', u';\npound sign', u'hand', u';\nbattle cry', u';\nem dash', u'fuse', u'stigmatize', u'letter', u';\napostrophe', u'autograph', u';\nnotification ', u'skean dhu', u';\ntotem', u'kris', u'love knot', u'incredulity', u';\nhyphen', u'cast a slur upon', u'""?""', u'counter', u'insufficiency', u';\nprefigurement ', u'banneret', u'catchword', u'rallying cry', u';\naddress card', u'whinyard', u';\nasterisk', u'pennant', u'link', u'fireball', u'docket', u';\nsemicolon']","['Y']"
"""Schigolch removes the body while Geschwitz contemplates suicide , an idea she gives up when she realizes that Lulu will not be moved by it .""","remove","[u'takes', u'transfers', u'took', u'takes', u'takes', u'hides', u'takes away', u'replaces', u'takes away', u'takes away', u'takes', u'discards', u'extracts', u'takes', u'moves', u'takes away', u'takes away', u'withdrew', u'takes', u'takes away', u'hides', u'takes', u'takes', u'moves', u'disposes of', u'takes away', u'takes out', u'takes', u'takes away', u'takes away', u'hides', u'gets rid of', u'takes away', u'takes', u'takes away', u'took', u'takes away', u'takes away', u'takes away', u'gets rid of', u'eliminates ', u'takes away', u'gets rid of ', u'takes out', u'takes away', u'takes', u'rids', u'takes away', u'takes', u'clears', u'', u'']","[u'take_out', u'absent', u'murder', u'hit', u'move_out', u'get_rid_of', u'slay', u'transfer', u'take_away', u'dispatch', u'take', u'withdraw', u'off', u'bump_off', u'polish_off']","['N']","[u'status', u'take away', u'round of the ladder', u'point', u'grade', u'retire', u'mince', u'pitch', u'seminar', u'take from', u'scale', u'rechauffe', u'mark', u'entremet', u'peg', u'fricassee', u'set aside', u'hash', u'form', u'period', u'pas', u'link', u'stew', u'ragout', u'class', u'distance', u'shunt', u'releve', u'ablegate', u'place', u'withdraw', u'position']","['N']"
"""The Bishops ceded the Oversticht to the Emperor Charles V in 1528 , who styled himself `` Lord of Overijssel '' , thereby giving the province its modern name .""","cede","[u'gave up', u'detached', u'left', u'gave', u'gave', u'gave up', u'handed over', u'gave', u'surrendered', u'gave up', u'surrendered', u'yielded', u'surrendered', u'gave', u'gave up', u'gave', u'gave', u'yielded', u'gave', u'surrendered', u'gave', u'surrendered', u'surrendered', u'assigned', u'gave', u'gave up', u'surrendered', u'surrendered', u'surrendered', u'surrendered', u'allowed', u'gave', u'abandoned', u'gave', u'gave', u'granted', u'gave', u'gave', u'surrendered', u'gave', u'gave', u'surrendered', u'surrendered', u'surrendered', u'surrendered', u'surrendered', u'transfer', u'gave', u'gave', u'gave up', u'gave', u'']","[u'grant', u'deliver', u'yield', u'give_up', u'concede', u'surrender']","['N']","[u'relinquish', u'shed', u'part with', u'beat a retreat', u'yield', u'come to terms', u'cast', u'concede', u'surrender', u'retreat', u'give up', u'capitulate']","['N']"
"""In this case , a relatively large kernel with sophisticated capabilities is adapted to suit an embedded environment .""","sophisticate","[u'complex', u'advanced', u'complicated', u'refined', u'advanced', u'high', u'tech', u'advanced', u'mature', u'sharp', u'fancy', u'fancy', u'complex', u'complex', u'complex', u'advanced', u'complex', u'smart', u'refined', u'complicated', u'complex', u'fancy', u'smart', u'complex', u'advanced', u'various', u'advanced', u'complex', u'experienced', u'complex', u'better', u'complex', u'many', u'elegant', u'fancy', u'exceptional', u'complex', u'smart', u'smart', u'complicated', u'exceptional', u'advanced', u'cultured', u'cultured', u'special', u'advanced', u'many', u'enhanced', u'sharp', u'fancy', u'complicated', u'complex']","[u'convolute', u'pervert', u'doctor', u'man_of_the_world', u'twist_around', u'twist', u'doctor_up']","['N']","[u'infect', u'amalgamate', u'prejudice', u'compound', u'alloy', u'adulterate', u'tamper with']","['N']"
"""The island of Ireland lies only 30 k from the southwestern peninsula of Kintyre ; Norway is 305 k to the east and the Faroes , 270 k to the north .""","peninsula","[u'point', u'landmass', u'landmass', u'land', u'part', u'outcrop', u'shores', u'area', u'land', u'border', u'part', u'cape', u'cape', u'tip', u'land', u'jetty', u'point', u'cape', u'point', u'point', u'land', u'point of land', u'point', u'land mass', u'island', u'land', u'land', u'cape ', u'cape', u'land almost surrounded by water', u'cape', u'land', u'cape', u'part', u'cape', u'land', u'area', u'tip', u'point', u'point', u'area', u'land', u'offshoot', u'point', u'tip', u'point', u'land', u'land', u'cape', u'', u'']","[]","['N']","[u'delta', u'mainland', u'continent', u'chersonese']","['N']"
"Urepel is a commune in the PyrÌ©nÌ©es - Atlantiques department in south-western France .","south-western","[u'south', u'bottom', u'southern', u'part', u'lower', u'lower', u'lower', u'lower left', u'lower', u'southern', u'southern', u'southern', u'southwest', u'bottom left of', u'lower', u'southern', u'southwest', u'lower', u'southern', u'southern', u'southern', u'south', u'southwest', u'lower', u'south-west', u'lower', u'lower', u'southern', u'southern', u'south west', u'south-west', u'the bottom of', u'lower-left', u'southern', u'lower', u'southern', u'southern', u'southern', u'southern', u'lower', u'southern', u'southwest', u'south', u'southern', u'sw', u'southwest', u'south west', u'lower', u'western', u'lower', u'', u'']","[]","['N']","[]","['N']"
"Harvey became a strong extratropical storm during the night on August 8 and survived another few days before dissipating northwest of the Azores on August 14 .","survive","[u'lived', u'lasted', u'lived', u'lasted', u'lived', u'lasted', u'lived', u'lasted', u'lasted', u'lived', u'lived', u'lived', u'lasted', u'lasted', u'lasted', u'lasted', u'remained', u'lasted', u'lived', u'lasted', u'kept going', u'lived', u'lived', u'lived', u'remained', u'lasted', u'lived', u'continued ', u'lasted', u'lived', u'kept going', u'lived', u'lived', u'lasted', u'lasted', u'lasted', u'still lived', u'lasted', u'lived', u'kept going', u'lasted', u'existed', u'lived', u'stayed one', u'raged', u'lasted', u'lived', u'lived', u'lasted', u'lasted', u'', u'']","[u'live_on', u'pull_round', u'last', u'outlast', u'come_through', u'hold_up', u'pull_through', u'make_it', u'live', u'exist', u'endure', u'hold_out', u'go', u'subsist', u'outlive']","['N']","[u'live', u'subsist', u'outlive', u'exceed']","['N']"
"""At the end of each season , a series of playoff games are contested among the top six teams in the NFC , consisting of the four division champions and the two other teams with the best win-loss records .""","contest","[u'fought', u'played', u'played', u'played', u'argued', u'played', u'fought', u'played', u'played', u'played', u'running', u'played', u'played', u'played', u'played', u'played', u'played', u'disputed', u'fought', u'played', u'played', u'played', u'played', u'played', u'fought ', u'debated', u'played', u'played', u'engaged in', u'debated', u'played', u'played', u'played', u'played', u'played', u'argued', u'played', u'played', u'played', u'played', u'played', u'fought', u'played', u'played', u'debated', u'played', u'played', u'played', u'matched', u'', u'', u'']","[u'contend', u'repugn', u'competition']","['N']","[u'contestation', u'wrestle', u'struggle', u'scramble', u'strive']","['N']"
"""At present it is formed by the Aa , which descends from the Rigi and enters the southern extremity of the lake .""","extremity","[u'part', u'outside', u'end', u'border', u'end', u'end', u'edge', u'tip', u'portion', u'leg', u'border', u'part', u'end', u'part', u'end', u'end', u'side', u'arm', u'end', u'end', u'point', u'border', u'edge', u'boundary', u'end', u'limb', u'sides', u'area', u'border', u'end', u'end', u'section', u'edge', u'edge', u'end', u'edge', u'tip', u'part', u'end', u'edge', u'end', u'border', u'part', u'boundary', u'part', u'depth', u'edge', u'part', u'farthest', u'border', u'end', u'']","[u'appendage', u'member']","['N']","[u'prostration', u'depth of misery', u'extreme']","['N']"
"Still visible throughout former East Berlin are the characteristic `` AmpelmÌ_nnchen '' on some pedestrian traffic lights .","characteristic","[u'near', u'trait', u'normal', u'typical', u'common', u'distinct', u'distinctive', u'typical', u'typical', u'usual', u'typical', u'usual', u'unusual', u'common', u'common', u'well known', u'unique', u'famous', u'normal', u'unique', u'distinctive', u'distinct', u'standard', u'typical', u'typical', u'notable', u'typical', u'typical ', u'noticeable', u'unique', u'hallmark', u'symbolic', u'qualities', u'well known', u'usual', u'typical', u'typical', u'normal', u'distinctive', u'ever present', u'known', u'known', u'specific', u'distinct', u'distinctive', u'looks', u'trait', u'usual', u'normal', u'unique', u'', u'']","[u'feature', u'device_characteristic']","['N']","[u'determinate', u'partial', u'exclusive', u'certain', u'emblematic', u'symbolic', u'private', u'appropriate', u'individual', u'proper', u'special', u'respective', u'discriminative', u'personal', u'definite', u'pathognomonic', u'distinguishing', u'endemic', u'party', u'several', u'personality', u'especial', u'diacritical', u'pantomimic', u'esoteric', u'demonstrative', u'symptomatic', u'diagnostic', u'representative', u'particular', u'peculiar', u'armorial', u'exponential', u'idiosyncrasy', u'mannerism', u'specific', u'original', u'typical']","['Y']"
"""As an adult , he was charged with a long list of crimes , including possession of counterfeit money , loitering and prowling , burglary , kidnapping and armed robbery .""","loiter","[u'tresspassing', u'dawdling', u'linger', u'lingering', u'wandering', u'pausing', u'standing', u'waiting', u'standing', u'hanging around', u'lingering', u'standing around', u'waiting', u'loafing', u'trespassing', u'standing around', u'standing around', u'being where he was not supposed to be', u'sticking', u'hanging out', u""being on another's property"", u'standing', u'wandering', u'lingering', u'hanging around', u'lingering', u'wasting time', u'hanging', u'lingering', u'hanging around', u'linger', u'hanging around', u""hanging around places he shouldn't be "", u'lingering', u'standing', u'tresspassing', u'waiting', u'loafing', u'lingering', u'hanging around', u'lurking', u'wandering', u'hanging out without a reason', u'lingering', u'hanging around', u'lingering', u'waiting', u'lingering', u'standing around', u'delaying', u'', u'']","[u'loaf', u'footle', u'mess_about', u'lallygag', u'linger', u'lollygag', u'lurk', u'tarry', u'mill_about', u'hang_around', u'lounge', u'mill_around']","['Y']","[u'loaf', u'poke', u'linger', u'lag', u'saunter', u'lounge', u'drawl', u'crawl', u'slug', u'creep']","['Y']"
